category,Original Text,Confidence,Context,Context,Argument 1,Argument 1,Relation,Relation,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Claim Id
type(Argument 2),,,,,,,,,SimpleArgument #1,SimpleArgument #1,SimpleArgument #2,SimpleArgument #2,SimpleArgument #3,SimpleArgument #3,SimpleArgument #4,SimpleArgument #4,TemporalArgument #1,TemporalArgument #1,TemporalArgument #2,TemporalArgument #2,TemporalArgument #3,TemporalArgument #3,SpatialArgument #1,SpatialArgument #1,SpatialArgument #2,SpatialArgument #2,
datatype,,,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,
16780,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.3388586609941708,,,he,"(275, 277)",was crying,"(278, 288)",The tears were all over the place,"(291, 324)",,,,,,,when he apologized,"(254, 272)",,,,,,,,,7700
16781,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.5021387653598857,He did n't just say He lied,"(67, 128)",I,97,went,"(99, 103)",to Vietnam,"(104, 114)",,,,,,,,,,,,,,,,,7700
16782,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.25592034366208205,He lied,"(121, 128)",He,"(67, 69)",did n't just say,"(70, 86)","Hey , I went to Vietnam","(91, 114)",,,,,,,,,,,,,,,,,7700
16783,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.4318934364493361,He lied,"(121, 128)",He,"(43, 45)",lied,"(46, 50)",about Vietnam,"(51, 64)",,,,,,,,,,,,,,,,,7700
16784,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.15656927616013158,,,He,"(121, 123)",lied,"(124, 128)",,,,,,,,,,,,,,,,,,,7700
16785,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.3965378992146905,He won very close,"(204, 221)",I,131,do n't mean,"(133, 144)",a little bit,"(145, 157)",,,,,,,,,,,,,,,,,7700
16786,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.15707896631366275,he apologized,"(115, 128)",he,"(131, 133)",was crying,"(134, 144)",,,,,,,,,,,,,,,,,,,7700
16787,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.15707896631366275,he apologized,"(162, 175)",he,"(178, 180)",was crying,"(181, 191)",,,,,,,,,,,,,,,,,,,7700
16788,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.22295925650251985,,,he,"(162, 164)",apologized,"(165, 175)",he was crying,"(178, 191)",,,,,,,,,,,,,,,,,7700
16789,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.9003013974441177,,,The tears,"(194, 203)",were,"(204, 208)",all over the place,"(209, 227)",,,,,,,"when he apologized , he was crying","(157, 191)",,,,,,,,,7700
16790,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.4425102217565157,He won,"(60, 66)",he,"(0, 2)",won anyway,"(3, 13)",because Democrats always win in Connecticut,"(14, 57)",,,,,,,,,,,,,,,,,7700
16791,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.23577326450215205,,,He,"(60, 62)",won,"(63, 66)",very close probably the closest ever,"(67, 103)",,,,,,,,,,,,,,,,,7700
16792,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.8900682858542827,,,Democrats,"(22, 31)",win,"(39, 42)",,,,,,,,,always,"(32, 38)",,,,,,,,,7700
16793,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.3898678564790273,He won very close,"(107, 124)",he,"(25, 27)",actually dropped out,"(28, 48)",because Democrats always win in Connecticut,"(61, 104)",,,,,,,then,"(0, 4)",when he got out,"(7, 22)",,,,,,,7700
16794,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.1618286848346675,,,He,"(107, 109)",won very close,"(110, 124)",,,,,,,,,,,,,,,,,,,7700
16795,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.9650795310170563,,,Democrats,"(69, 78)",win,"(86, 89)",,,,,,,,,always,"(79, 85)",,,,,in Connecticut,"(90, 104)",,,7700
16796,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.1948871917044894,,,he,"(39, 41)",apologized,"(42, 52)",,,,,,,,,,,,,,,,,,,7700
16797,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.9003013974441177,,,The tears,"(52, 61)",were,"(62, 66)",all over the place,"(67, 85)",,,,,,,when he got out,"(34, 49)",,,,,,,,,7700
16798,"""""Look at [Richard] Blumenthal. He lied about Vietnam. He didn’t just say, ‘Hey, I went to Vietnam.’ No. No. For 15 years, he said he was a war hero, he fought in Da Nang province. We call him ‘Da Nang Richard.’ ‘Da Nang’ — that’s his nickname. ‘Da Nang.’ He never went to Vietnam. And he’s up there saying, ‘We need honesty and we need integrity.’ This guy lied when he was the attorney general of Connecticut. He lied. I don’t mean a little bit. And then, when he got out — he actually dropped out of the race, and he won anyway because Democrats always win in Connecticut. He won very close, probably the closest ever. And when he got out and when he apologized, he was crying. The tears were all over the place.”""",0.27813615858960106,,,he,"(39, 41)",got,"(42, 45)",out,"(46, 49)",,,,,,,,,,,,,,,,,7700
16803,"""Christine Blasey Ford is closely linked to the CIA, and her sexual assault allegations against Brett Kavanaugh are part of a CIA plot.""",0.8234416151960743,,,her sexual assault allegations against Brett Kavanaugh,"(0, 54)",are,"(55, 58)",part of a CIA plot,"(59, 77)",,,,,,,,,,,,,,,,,7703
16804,"""Christine Blasey Ford is closely linked to the CIA, and her sexual assault allegations against Brett Kavanaugh are part of a CIA plot.""",0.8034186648553394,,,Christine Blasey Ford,"(6, 27)",is closely linked,"(28, 45)",,,,,,,,,,,,,,,,,,,7703
16813,"""Under Phil Bredesen, in sexual harassment cases, his administration chose ""to shred some of the documents so that women’s voices would never be heard.""""",0.4698444458708319,his administration chose,"(52, 76)",his administration,"(52, 70)",chose to shred,"((71, 76), (79, 87))",some of the documents,"(88, 109)",,,,,,,,,,,,,,,,,7712
16814,"""Under Phil Bredesen, in sexual harassment cases, his administration chose ""to shred some of the documents so that women’s voices would never be heard.""""",0.5875503405965535,,,his administration,"(52, 70)",chose,"(71, 76)",to shred some of the documents so that women's voices would never be heard,"(79, 153)",,,,,,,,,,,,,Under Phil Bredesen,"(3, 22)",,,7712
16815,"""Under Phil Bredesen, in sexual harassment cases, his administration chose ""to shred some of the documents so that women’s voices would never be heard.""""",0.7508836390842847,,,women's voices,"(118, 132)",would never be heard,"(133, 153)",,,,,,,,,,,,,,,,,,,7712
16832,"""""J.B. Pritzker’s tax plan"" includes a ""new tax per mile you drive with government tracking device.""""",0.8942434158739456,,,government,"(77, 87)",tracking,"(88, 96)",device,"(97, 103)",,,,,,,,,,,,,,,,,7720
16833,"""""J.B. Pritzker’s tax plan"" includes a ""new tax per mile you drive with government tracking device.""""",0.3198909572915085,,,you,"(62, 65)",drive,"(66, 71)",,,,,,,,,,,,,,,,,,,7720
16834,"""""J.B. Pritzker’s tax plan"" includes a ""new tax per mile you drive with government tracking device.""""",0.9254690780147894,,,J.B. Pritzker's tax plan,"(5, 29)",includes,"(32, 40)",a new tax per mile you drive with government tracking device.,"(41, 109)",,,,,,,,,,,,,,,,,7720
16854,"""""While southern Illinois families struggled,"" Mike Bost ""voted to raise his own pay.""""",0.8168745606308622,Mike Bost voted,"(51, 68)",Mike Bost,"(51, 60)",voted to raise,"((63, 68), (69, 77))",his own pay,"(78, 89)",,,,,,,,,,,,,,,,,7729
16855,"""""While southern Illinois families struggled,"" Mike Bost ""voted to raise his own pay.""""",0.9055532416233784,,,Mike Bost,"(51, 60)",voted,"(63, 68)",to raise his own pay,"(69, 89)",,,,,,,While southern Illinois families struggled,"(5, 47)",,,,,,,,,7729
16856,"""""While southern Illinois families struggled,"" Mike Bost ""voted to raise his own pay.""""",0.8034186648553394,,,southern Illinois families,"(11, 37)",struggled,"(38, 47)",,,,,,,,,,,,,,,,,,,7729
16857,"""“Dr. Ford’s allegation is not merely uncorroborated, it is refuted by the very people she says were there, including by a longtime friend of hers. … The witnesses who were there say that it didn’t happen.”""",0.7351279940478935,,,The witnesses,"(154, 167)",were,"(172, 176)",there,"(177, 182)",,,,,,,,,,,,,,,,,7730
16858,"""“Dr. Ford’s allegation is not merely uncorroborated, it is refuted by the very people she says were there, including by a longtime friend of hers. … The witnesses who were there say that it didn’t happen.”""",0.1948871917044894,,,she,"(89, 92)",says,"(93, 97)",,,,,,,,,,,,,,,,,,,7730
16859,"""“Dr. Ford’s allegation is not merely uncorroborated, it is refuted by the very people she says were there, including by a longtime friend of hers. … The witnesses who were there say that it didn’t happen.”""",0.16235220060090308,The witnesses who were there say,"(154, 186)",it,"(192, 194)",did n't happen,"(195, 208)",,,,,,,,,,,,,,,,,,,7730
16860,"""“Dr. Ford’s allegation is not merely uncorroborated, it is refuted by the very people she says were there, including by a longtime friend of hers. … The witnesses who were there say that it didn’t happen.”""",0.8121917070426605,it is refuted The witnesses who were there say,"(56, 186)",Dr. Ford's allegation,"(4, 25)",is not,"(26, 32)",merely uncorroborated,"(33, 54)",,,,,,,,,,,,,,,,,7730
16861,"""“Dr. Ford’s allegation is not merely uncorroborated, it is refuted by the very people she says were there, including by a longtime friend of hers. … The witnesses who were there say that it didn’t happen.”""",0.3974606468209441,The witnesses who were there say,"(154, 186)",it,"(56, 58)",is refuted,"(59, 69)",by the very people,"(70, 88)",,,,,,,,,,,,,,,,,7730
16862,"""“Dr. Ford’s allegation is not merely uncorroborated, it is refuted by the very people she says were there, including by a longtime friend of hers. … The witnesses who were there say that it didn’t happen.”""",0.663961837483173,,,The witnesses who were there,"(154, 182)",say,"(183, 186)",that it didn't happen,"(187, 208)",,,,,,,,,,,,,,,,,7730
16878,"""Christine Blasey Ford testified that she had “one beer, that’s the only thing I remember"" about what happened on the night that she was allegedly sexually assaulted.""",0.6141574010603599,,,the only thing,"(66, 80)",remember,"(83, 91)",I,81,,,,,,,,,,,,,,,,,7738
16879,"""Christine Blasey Ford testified that she had “one beer, that’s the only thing I remember"" about what happened on the night that she was allegedly sexually assaulted.""",0.15395115103935345,,,that,"(59, 63)",'s,"(63, 65)",the only thing I remember about what happened on the night,"(66, 126)",,,,,,,,,,,,,,,,,7738
16880,"""Christine Blasey Ford testified that she had “one beer, that’s the only thing I remember"" about what happened on the night that she was allegedly sexually assaulted.""",0.16986108911692605,,,she,"(132, 135)",allegedly sexually assaulted,"(140, 168)",,,,,,,,,,,,,,,,,,,7738
16881,"""Christine Blasey Ford testified that she had “one beer, that’s the only thing I remember"" about what happened on the night that she was allegedly sexually assaulted.""",0.6612826857476011,,,she,"(132, 135)",was,"(136, 139)",allegedly sexually assaulted,"(140, 168)",,,,,,,the night,"(117, 126)",,,,,,,,,7738
16882,"""Christine Blasey Ford testified that she had “one beer, that’s the only thing I remember"" about what happened on the night that she was allegedly sexually assaulted.""",0.18826846941267775,Christine Blasey Ford testified,"(3, 34)",she,"(40, 43)",had,"(44, 47)","one beer, that's the only thing I remember about what happened on the night","(49, 126)",,,,,,,,,,,,,,,,,7738
16883,"""Christine Blasey Ford testified that she had “one beer, that’s the only thing I remember"" about what happened on the night that she was allegedly sexually assaulted.""",0.6883043230495167,,,Christine Blasey Ford,"(3, 24)",testified,"(25, 34)",that she had one beer,"(35, 57)",,,,,,,,,,,,,,,,,7738
16934,"""On 30 September 2018, the administration of President Donald Trump allowed the Violence Against Women Act to expire.""",0.7924080092833262,the administration of President Donald Trump allowed,"(25, 77)",the Violence Against Women Act,"(78, 108)",to expire,"(109, 118)",,,,,,,,,,,,,,,,,,,7762
16935,"""On 30 September 2018, the administration of President Donald Trump allowed the Violence Against Women Act to expire.""",0.9685104261420524,,,the administration of President Donald Trump,"(25, 69)",allowed,"(70, 77)",the Violence Against Women Act to expire,"(78, 118)",,,,,,,On 30 September 2018,"(3, 23)",,,,,,,,,7762
16949,"""“I would note that Planned Parenthood opposed three pro-choice justices just because they were nominated by Republican presidents, David Souter, Sandra Day O’Connor and Justice Kennedy. They said the same thing: Women will die.”""",0.9067325661703172,I would note They said,"(8, 166)",Planned Parenthood,"(26, 44)",opposed,"(45, 52)",three pro-choice justices,"(53, 78)",,,,,,,,,,,,,,,,,7773
16950,"""“I would note that Planned Parenthood opposed three pro-choice justices just because they were nominated by Republican presidents, David Souter, Sandra Day O’Connor and Justice Kennedy. They said the same thing: Women will die.”""",0.21799924065074588,They said,"(157, 166)",I,8,would note,"(10, 20)",that Planned Parenthood opposed three pro-choice justices,"(21, 78)",,,,,,,,,,,,,,,,,7773
16951,"""“I would note that Planned Parenthood opposed three pro-choice justices just because they were nominated by Republican presidents, David Souter, Sandra Day O’Connor and Justice Kennedy. They said the same thing: Women will die.”""",0.9067325661703172,I would note that Planned Parenthood opposed three pro-choice justices said,"(8, 170)",Planned Parenthood,"(26, 44)",opposed,"(45, 52)",three pro-choice justices,"(53, 78)",,,,,,,,,,,,,,,,,7773
16952,"""“I would note that Planned Parenthood opposed three pro-choice justices just because they were nominated by Republican presidents, David Souter, Sandra Day O’Connor and Justice Kennedy. They said the same thing: Women will die.”""",0.21799924065074588,I would note that Planned Parenthood opposed three pro-choice justices said,"(8, 170)",I,8,would note,"(10, 20)",that Planned Parenthood opposed three pro-choice justices,"(21, 78)",,,,,,,,,,,,,,,,,7773
16953,"""“I would note that Planned Parenthood opposed three pro-choice justices just because they were nominated by Republican presidents, David Souter, Sandra Day O’Connor and Justice Kennedy. They said the same thing: Women will die.”""",0.7656942748344313,,,I would note that Planned Parenthood opposed three pro-choice justices,"(8, 78)",said,"(166, 170)",They,"(161, 165)",,,,,,,,,,,,,,,,,7773
16954,"""“I would note that Planned Parenthood opposed three pro-choice justices just because they were nominated by Republican presidents, David Souter, Sandra Day O’Connor and Justice Kennedy. They said the same thing: Women will die.”""",0.9067325661703172,I would note They said,"(8, 163)",Planned Parenthood,"(26, 44)",opposed,"(45, 52)",three pro-choice justices,"(53, 78)",,,,,,,,,,,,,,,,,7773
16955,"""“I would note that Planned Parenthood opposed three pro-choice justices just because they were nominated by Republican presidents, David Souter, Sandra Day O’Connor and Justice Kennedy. They said the same thing: Women will die.”""",0.21799924065074588,They said,"(154, 163)",I,8,would note,"(10, 20)",that Planned Parenthood opposed three pro-choice justices,"(21, 78)",,,,,,,,,,,,,,,,,7773
16956,"""“I would note that Planned Parenthood opposed three pro-choice justices just because they were nominated by Republican presidents, David Souter, Sandra Day O’Connor and Justice Kennedy. They said the same thing: Women will die.”""",0.5972483701400537,,,They,"(154, 158)",said,"(159, 163)",the same thing : Women will die,"(164, 195)",,,,,,,,,,,,,,,,,7773
16957,"""“I would note that Planned Parenthood opposed three pro-choice justices just because they were nominated by Republican presidents, David Souter, Sandra Day O’Connor and Justice Kennedy. They said the same thing: Women will die.”""",0.7711002770011991,,,Women,"(181, 186)",will die,"(187, 195)",,,,,,,,,,,,,,,,,,,7773
16958,"""Sen. Blumenthal “went around telling war stories” about Vietnam, talked of “people dying left and right, but my platoon marched forward.”""",0.7130135287477929,,,people,"(14, 20)",dying right,"(21, 32)",,,,,,,,,,,,,,,,,,,7776
16959,"""Sen. Blumenthal “went around telling war stories” about Vietnam, talked of “people dying left and right, but my platoon marched forward.”""",0.7130135287477929,,,people,"(14, 20)",dying,"(21, 26)",,,,,,,,,,,,,,,,,,,7776
16960,"""Sen. Blumenthal “went around telling war stories” about Vietnam, talked of “people dying left and right, but my platoon marched forward.”""",0.3833177039030785,,,my platoon,"(0, 10)",marched,"(11, 18)",forward,"(19, 26)",,,,,,,,,,,,,,,,,7776
16961,"""Sen. Blumenthal “went around telling war stories” about Vietnam, talked of “people dying left and right, but my platoon marched forward.”""",0.9113876755508152,Sen. Blumenthal went,"(6, 28)",Sen. Blumenthal,"(6, 21)",went around telling,"((24, 28), (29, 43))",war stories  about Vietnam,"(44, 71)",,,,,,,,,,,,,,,,,7776
16962,"""Sen. Blumenthal “went around telling war stories” about Vietnam, talked of “people dying left and right, but my platoon marched forward.”""",0.9317179137747896,,,Sen. Blumenthal,"(6, 21)",went,"(24, 28)",around telling war stories  about Vietnam,"(29, 71)",,,,,,,,,,,,,,,,,7776
16982,"""""I believe the Schumer political operation was behind this from the very beginning. We learned last week that a woman named Monica McLean was Ms. Ford’s roommate, and she was one of the so-called beach friends who encouraged Ms. Ford to go to Dianne Feinstein and the partisan Democrats on the Judiciary Committee. Well, it just turns out, it just so happens that Monica McLean worked for a Preet Bharara, the former U.S. attorney in Manhattan, now a virulent anti-Trump critic on television and former counsel to Chuck Schumer. So I strongly suspect that Chuck Schumer’s political operation knew about Ms. Ford’s allegations as far back as July and manipulated the process all along to include taking advantage of Ms. Ford’s confidences.”""",0.3929209860966329,,,I,209,strongly suspect manipulated all along,"((211, 239), (252, 261))",to include taking advantage of Ms. Ford 's confidences,"(262, 316)",,,,,,,,,,,,,,,,,7783
16983,"""""I believe the Schumer political operation was behind this from the very beginning. We learned last week that a woman named Monica McLean was Ms. Ford’s roommate, and she was one of the so-called beach friends who encouraged Ms. Ford to go to Dianne Feinstein and the partisan Democrats on the Judiciary Committee. Well, it just turns out, it just so happens that Monica McLean worked for a Preet Bharara, the former U.S. attorney in Manhattan, now a virulent anti-Trump critic on television and former counsel to Chuck Schumer. So I strongly suspect that Chuck Schumer’s political operation knew about Ms. Ford’s allegations as far back as July and manipulated the process all along to include taking advantage of Ms. Ford’s confidences.”""",0.4978219019954182,,,I,205,strongly suspect manipulated,"(207, 235)",the process,"(236, 247)",to include taking advantage of Ms. Ford 's confidences,"(258, 312)",,,,,all along,"(248, 257)",,,,,,,,,7783
16984,"""""I believe the Schumer political operation was behind this from the very beginning. We learned last week that a woman named Monica McLean was Ms. Ford’s roommate, and she was one of the so-called beach friends who encouraged Ms. Ford to go to Dianne Feinstein and the partisan Democrats on the Judiciary Committee. Well, it just turns out, it just so happens that Monica McLean worked for a Preet Bharara, the former U.S. attorney in Manhattan, now a virulent anti-Trump critic on television and former counsel to Chuck Schumer. So I strongly suspect that Chuck Schumer’s political operation knew about Ms. Ford’s allegations as far back as July and manipulated the process all along to include taking advantage of Ms. Ford’s confidences.”""",0.9212499880074402,it just so happens,"(29, 47)",Monica McLean,"(53, 66)",worked,"(67, 73)",for a Preet Bharara,"(74, 93)",,,,,,,,,,,,,,,,,7783
